address,antiphone,autonomous_status,bank_name,branches_summary,college_code,college_name,dist_from_hq,dist_from_railway,district,email,hostel_accommodation_available_boys,hostel_accommodation_available_girls,hostel_admission_fees,hostel_caution_deposit,hostel_electricity_charges,hostel_electricity_charges_boys,hostel_electricity_charges_girls,hostel_establishment_charges,hostel_max_transport_charges,hostel_mess_bill,hostel_mess_bill_boys,hostel_mess_bill_girls,hostel_min_transport_charges,hostel_permanent_or_rental,hostel_permanent_or_rental_boys,hostel_permanent_or_rental_girls,hostel_room_rent,hostel_room_rent_boys,hostel_room_rent_girls,hostel_transport_facilities,hostel_type_of_mess,hostel_type_of_mess_boys,hostel_type_of_mess_girls,minority_status,nearest_railway,note,phone_fax,pincode,principal_dean,taluk,website
NAMAKKAL -TRICHY MAIN,8012505051,Yes,INDIAN BANK,AG(60); BM(60),3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam, Tiruchirappalli District 621215",58,18,TIRUCHIRAPPALLI,principalkncet@gmail.com,Yes,Yes,0,0,,2000,2000,8000,25000,,48000,48000,6000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,KULITHALAI,,8012505011,621215,DR R ASOKAN BE MS MTECH PHD,THOTTIAM,www.kongunadu.ac.in
"TRICHY-CHENNAI TRUNK ROAD,",9965055162,No,ICICI BANK,AD(60); CE(30); CS(90),3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli District 621105",25,15,TIRUCHIRAPPALLI,principal@mamcet.com,Yes,Yes,500,0,,500,500,1000,18000,,2400,2400,6000,,Permanent,Permanent,,1150,1150,Yes,,Both,Both,Yes,SRIRANGAM,,9965055162,621105,DR SUSAN CHRISTINA X,MANACHANALLUR,www.mamcet.com
"NH45, SAMAYAPURAM (PO),",9003829977,Yes,AXIS BANK LTD,ME(60); EC(120); CS(120),3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",13,10,TIRUCHIRAPPALLI,principal@krce.ac.in,Yes,Yes,1000,0,,200,200,0,28000,,5000,5000,6600,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,SRIRANGAM,,9842991377,621112,DR D SRINIVASAN,MANNACHANALLUR,www.krce.ac.in
"NH45B, MANIKANDAM",8508688828,No,INDIAN BANK,AD(60); AG(60); CS(60),3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli District 620012",7,7,3831,director@igceng.com,Yes,Yes,10000,0,,5000,5000,0,25000,,35000,35000,12000,,Permanent,Permanent,,25000,25000,Yes,,Both,Both,No,TIRUCHIRAPALLI JUNCTION,,8508688845,620012,DR G BALAKRISHNAN,MANIKANDAM,www.igceng.com
"NH 67, RING ROAD, NANJIKKOTTAI,",8344047047,No,INDIAN BANK,AE(30); CE(30); CS(120),3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",3,6,THANJAVUR,pitsprincipal@gmail.com,Yes,Yes,0,4000,,500,500,4450,22000,,4000,4000,14000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,THANJAVUR,,9659073327,613006,DR J NIRMALA,THANJAVUR,www.parisuthamtech.com
"NO.27,THAYANUR,TRICHY",9994023736,No,INDIAN BANK,AD(120); CE(30); ME(30),3841,"CARE College of Engineering (Formerly C.A.R.E Group of Institutions), Thayanoor Village, Thayanoor Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009",10,10,3841,principal.coe@care.ac.in,Yes,Yes,0,5000,,250,250,5250,25000,,4500,4500,2500,,Permanent,Permanent,,1500,1500,Yes,,Veg,Veg,No,TRICHY JUNCTION,,9962733133,620009,DR S SHANTHI,SRIRANGAM,www.care.ac.in
"NATTARMANGALAM VILLAGE,",9444206138,No,INDIAN BANK,CE(30); CS(90); EC(90),3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District 608306",70,27,CUDDALORE,aucoe8224@gmail.com,Yes,Yes,0,0,,100,100,0,6000,,1200,1200,0,,Permanent,Permanent,,1100,1100,Yes,,Both,Both,No,CHIDAMBARAM,,4144262728,608301,DR K ANANDAVELU,KATTUMANNARKOIL,www.mrkit.in
"POOLANGULATHUPATTI POST,SRI",9789705744,No,CANARA BANK,CS(60); BM(60); AD(60),3844,"Shivani Engineering College, Trichy-Dindigul NH Road, Poolangulathupatti, Tiruchirappalli - 620009",14,14,TIRUCHIRAPPALLI,principal@shivani-sec.ac.in,Yes,Yes,1000,0,,250,250,1000,15000,,3100,3100,6000,,Permanent,Permanent,,750,750,Yes,,Both,Both,No,CENTRAL RAILWAY JUNCTION,,9750965056,620009,GANESAN SHANTHI,SRIRANGAM,www.shivani.ac.in
"KANNANUR, THURAIYUR",7092708274,No,STATE BANK OF INDIA THURAIYUR,AD(60); AM(30); SC(30),3845,"Imayam College of Engineering, Kannanur, Thuraiyur, Tiruchirappalli District",45,15,3845,imayamengg2009@gmail.con,Yes,Yes,500,5000,,300,300,5000,14000,,4000,4000,6000,,Permanent,Permanent,,1500,1500,Yes,Veg,,,No,KULITHALAI,,8072787390,621206,DR JOSEPH M,THURAIYUR,www.imayam.com
METTUSALAI,9942904535,No,SBI ANNAVASAL,AD(60); CB(60); CE(60),3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk, Pudukkottai District 622102",26,25,3846,mtcetilluppur@gmail.com,Yes,Yes,1000,0,,5000,5000,1000,25000,,45000,45000,4000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,PUDUKKOTTAI,,9942904535,622102,DR M RAJESHWARAN,ILLUPPUR,www.mtcet.in
,,,,,3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman Koil (Via), Thanjavur District 613001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
KOVILACHERI,8807053849,No,UNION BANK OF INDIA,CE(120); ME(120); EC(120),3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District 612503",10,10,3849,acet3849@annaiengg.org,Yes,Yes,1500,10000,,200,200,1000,12500,,3000,3000,4500,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,KUMBAKONAM,,9488488241,612503,ARULPRAKASHJOSE,THIRUVIDAIMARUTHUR,www.annaiengg.org
"NAMAKKAL-TRICHY MAIN ROAD,",8344927745,No,STATE BANK OF INDIA,CS(60); EC(30); EE(30),3850,"VetriVinayaha College of Engineering and Technology, Namakkal-Trichy Main Road, Tholurpatti Village, Thottiam, Tiruchirappalli District 621215",55,20,TIRUCHIRAPPALLI,principalvvcet850@gmail.com,Yes,Yes,500,0,,3000,3000,0,6000,,2200,2200,2000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,KULITHALAI JUNCTION,,4326233777,621215,DR M ARULKUMARAN,THOTTIAM,www.vetrivinayaha.org
"ARANTHANGI ROAD,KAIKURICHI(PO),",9344843129,No,CANARA BANK,CE(60); CS(60); EE(30),3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk, Pudukkottai District 622303",7,6,3852,sribharathienggcollege@gmail.com,No,Yes,0,0,300,,,3000,21000,3300,,,7700,Permanent,,,500,,,Yes,Both,,,No,PUDUKKOTTAI,,9750928029,622303,DR S THILAGAVATHI ME PHD,ALANGUDI,www.sbec.edu.in
NM NAGAR SITHANNAVASAL ROAD,7339128011,No,CANARA BANK,CS(60); EE(60); ME(60),3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101",10,12,PUDUKKOTTAI,maietpdkt@gmail.com,Yes,Yes,1000,0,,0,0,0,25000,,2000,2000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,PUDUKKOTTAI,,9003536835,622101,DR P RAVEENDRAN,ILLUPPUR,www.maietpdkt.org
"THIRUMANGALAKUDI, ADUTHURAI",9894245281,No,CITY UNION BANK,AD(30); CE(30); ME(60),3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur District 612102",40,3,3855,ascetao2017@gmail.com,Yes,Yes,0,0,,00,0,0,6250,,2000,2000,1500,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,ADUTHURAI,,9894245281,612102,DR RAMKUMAR D,THIRUVIDAIMARUTHUR,www.assalamcollege.in
MEENAKSHI RAMASWAMY,9994238432,No,CANARA BANK,ME(90); CS(60),3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road, Thathanur, Udayarpalayam, Ariyalur District 621804",25,25,ARIYALUR,mrengg2@yahoo.co.in,Yes,Yes,3300,3000,,0,0,5000,25000,,3000,3000,5000,,Permanent,Permanent,,0,0,Yes,,Veg,Veg,No,ARIYALUR JN,,9894732128,621804,DR N MATHIAZHAGAN,,https://mrcengg.org.in/
SEMBODAI POST,7867016138,No,CITY UNION BANK VEDARANIYAM,CE(15); CS(30); EC(15),3859,"Sembodai Rukmani Varadharajan Engineering College, Sembodhai Village, Vadaraniam, Nagapattinam dist-614820",40,25,3859,859srvec@gmail.com,Yes,Yes,150,1000,,100,100,0,10000,,3000,3000,3000,,Permanent,Permanent,,300,300,Yes,,Both,Both,No,VELANKANNI,,4369276381,614809,DR N SENTHIL VELAN M TECH PHD,VEDARANYAM,www.srvgroups.in
ANGUCHETTYPALAYAM,6383781072,No,TAMILNAD MERCANTILE BANK,CS(60); EC(60); EE(60),3860,"St. Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",28,5,3860,stannescet@gmail.com,Yes,Yes,250,2000,,1000,1000,2000,23500,,3300,3300,3500,,Permanent,Permanent,,4000,4000,Yes,,Both,Both,Yes,PANRUTI,,9080160429,607106,DR R AROKIADASS,PANRUTI,www.stannescet.ac.in
PUNALKULAM,9443900509,No,INDIAN OVERSEAS BANK,AD(30); CS(120); EE(60),3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",45,19,3905,contact@kingsengg.edu.in,Yes,Yes,0,0,,0,0,0,26000,,3800,3800,3000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,THANJAVUR,,6380989024,613303,DR J ARPUTHA VIJAYA SELVI,GANDARVAKKOTTAI,www.kingsengg.edu.in
"LENAVILAKKU, PILIVALAM POST",9659173000,No,HDFC BANK,AD(30); CS(120); EC(60),3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",10,4,,info@mzcet.in,Yes,Yes,2000,5000,,200,200,2000,20000,,3500,3500,8000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,NAMUNASAMUTHIRAM,,8973510000,622507,DR P BALAMURUGAN,THIRUMAYAM,www.mzcet.in
"PILIVALAM(POST),ARASAMPATTI",9443440692,No,BANK OF INDIA,AM(30); CS(60); CE(30),3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District",14,3,3918,shanmuganathanengg@gmail.com,Yes,Yes,2500,0,,100,100,0,15000,,3000,3000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,THIRUMAYAM,,4333274914,622507,MUTHURAMU KL,THIRUMAYAM,www.shanmuganathanengg.in
SATHIYAMANGALAM,9865669610,No,CANARA BANK,AD(60); CE(30); CS(60),3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District",11,12,3920,principal@sec.ac.in,Yes,Yes,500,2000,,500,500,3500,28000,,3500,3500,6800,,Permanent,Permanent,,1000,1000,Yes,,Veg,Veg,No,PUDUKKOTTAI,,9865669610,622501,DR K SRINIVASAN,KULATHUR,www.sec.ac.in
"DHAKSHINAPURAM,",8883652118,No,STATE BANK OF INDIA,AD(30); AG(30); CE(30),3923,"M N S K College of Engineering, Vallathirakkottai Post, Pudukkottai District",15,15,PUDUKKOTTAI,principalmnsk2012@gmail.com,Yes,Yes,40000,2500,,0,0,0,8000,,3000,3000,2500,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,PUDUKKOTTAI,,7845338820,622305,DR AL MAYILVAHANAN,ALANGUDI,www.mnsk.ac.in
"LENA VILAKKU, PILIVALAM POST,",7373755574,No,INDIAN BANK,EC(60); EE(60),3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam Post, Pudukkottai - 622 507",13,5,PUDUKKOTTAI,admin@chendhuran.in,Yes,Yes,0,1000,,25,25,4000,16000,,2250,2250,4000,,Permanent,Permanent,,580,580,Yes,,Both,Both,No,NAMANASAMUDRAM,,7373755574,622507,DR K GANESH BABU,,www.chendhuran.ac.in
"""ANNA UNIVERSITY REGIONAL",9443562314,No,INDIAN BANK,CS(60); GI(60),4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",5,6,TIRUNELVELI,deanoffice@auttvl.ac.in,Yes,Yes,500,5000,,50,50,16100,0,,3000,3000,0,,Permanent,Permanent,,50,50,No,,Both,Both,No,TIRUNELVELI JUNCTION,,4622551298,627007,SHENBAGA VINAYAGA MOORTHI N,TIRUNELVELI,www.auttvl.ac.in
"INDUSTRIAL ESTATE KONAM,",9442031182,No,INDIAN OVERSEAS BANK GPT,CE(60); ME(60); CS(120),4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",1,3,KANNIYAKUMARI,deanucen@gmail.com,Yes,Yes,500,5000,,600,600,15000,800,,2000,2000,600,,Permanent,Permanent,,600,600,Yes,,Both,Both,No,NAGERCOIL JUNCTION,,9443110201,629004,DR V A NAGARAJAN,AGATHEESWARAM,www.ucen.ac.in
7TH STREET BRYANT NAGAR,9486124735,No,INDIAN BANK,CE(60); EC(60); EE(60),4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008",6,5,4024,deanautut@annauniv.edu,Yes,Yes,500,5000,,600,600,16100,20000,,2300,2300,18000,,Permanent,Permanent,,600,600,Yes,,Both,Both,No,MELUR STATION,,9486124735,628008,DEAN,THOOTHUKUDI,www.annaunivtut.in
"CHIDHAMBARANAGAR,",9360904669,No,TAMILNAD MERCANTILE BANK,CE(30); CS(120); EC(90),4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 627358",6,7,TIRUNELVELI,principal@tec-edu.in,Yes,Yes,3000,1000,,200,200,1000,25000,,2000,2000,10000,,Permanent,Permanent,,1100,1100,Yes,,Both,Both,No,TIRUNELVELI JUNCTION,,9360904669,627358,DR D RAVINDRAN,THATCHANALLUR,https://tec-edu.in/
ANJUGRAMAM-KANYAKUMARI MAIN,9894218888,No,TAMILNAD MERCANTILE BANK,AG(60); BM(60); CE(60),4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",15,5,KANNIYAKUMARI,principal@rcet.org.in,Yes,Yes,750,0,,1200,1200,0,30000,,3600,3500,10800,,Permanent,Permanent,,4800,4800,Yes,,Both,Both,No,KANYAKUMARI,,4652218888,629401,DR R RAJESH,AGASTHEESWARAM,www.rcet.org.in
"MOODODU,ANDUCODE POST, NEAR",9445536236,No,UNION BANK OF INDIA,,4671,"Sigma College of Architecture, Moododu, Anucode Post, Marthandam, Kanyakumari District 629168",27,4,KANNIYAKUMARI,sigmagroup155@gmail.com,Yes,Yes,0,5000,,0,0,0,14850,,4500,4500,5280,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,KUZHITHURAI WEST,,4651209028,629168,AR B NARESH KUMAR,,www.sica.edu.in
"ARUTHENGANVILAI, KALLUKATTI",9791342084,No,UNION BANK OF INDIA,AD(60); CE(60); CS(120),4672,"Stella Mary's College of Engineering, ArunthenganVilai, Azhikal Post, Kanyakumari District 629202",14,15,KANNIYAKUMARI,info@stellamaryscoe.edu.in,Yes,Yes,500,2500,,100,100,100,25000,,4000,4000,9000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,NAGERCOIL,,4651239122,629202,DR R SURESH PREMIL KUMAR,AGASTEESWARAM,www.stellamaryscoe.edu.in
"ANBAGAM CAMPUS, RADHAPURAM",9003409585,No,STATE BANK OF INDIA,CE(30); CS(60); EE(60),4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",40,8,TIRUNELVELI,unienggtech@gmail.com,Yes,Yes,0,0,,200,200,0,25000,,3800,3800,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,VALLIOOR,,9003409585,627117,DR T ASEER BRABIN,RADHAPURAM,www.unienggtech.com
"SALVARPATTI, SIVAKASI",9677972857,No,ICICI BANK,AD(60); CS(120); EE(30),4676,"RenganayagiVaratharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",26,11,,rvceoffice@gmail.com,Yes,Yes,500,1000,,100,100,1000,21000,,3000,3000,6000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,SATTUR,,9445110528,626128,DR I NEETHIMANICKAM,SATTUR,www.rvce.ac.in
MARTHANDAM- KARUNGAL MAIN,9841511400,No,INDIAN OVERSEAS BANK,ME(60); CS(60),4677,"Lourdes Mount College of Engineering and Technology, Marthandam-Karungal Road, Chundavilai, Mullanganavilai, Nattalam Post, Kanyakumari District",38,4,KANNIYAKUMARI,lmcetprincipal@gmail.com,Yes,Yes,1000,5000,,200,200,2000,3000,,4000,4000,300,,Permanent,Rental,,1000,1000,Yes,,Both,Both,No,KULLITHURAI,,9443692427,629165,DR S S VINSLEY,,www.lourdesmountcollege.com
"RAMCO INSTITUTE OF TECHNOLOGY,",9489634782,No,FEDERAL,CE(60),4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",63,7,VIRUDHUNAGAR,rit@ritrjpm.ac.in,Yes,Yes,0,0,,200,200,8000,40000,,3250,3250,14000,,Permanent,Permanent,,2750,2750,Yes,,Veg,Veg,No,RAJAPALAYAM,,9788212234,626117,DR L GANESAN,RAJAPALAYAM,https://www.ritrjpm.ac.in/
"V.P.M.NAGAR, KRISHNANKOIL",7868989839,No,AXIS BANK,AR(20),4679,"V.P.M.M. College of Architecture For Women,V.P.M.Nagar,Krishnankoil,Srivilliputtur,Virudhunagar District 626190",7,7,,vpmmarchitecture@gmail.com,Yes,Yes,500,2000,,3000,3000,3000,30000,,42000,42000,5000,,Permanent,Permanent,,18000,18000,Yes,,Both,Both,No,SRIVILLIPUTTUR,,4563289337,626190,MR RAMNATH A R R,SRIVILLIPUTTUR,www.vpmminstitutions.com
"KAMARAJAR EDUCATIONAL ROAD,",8124011542,No,AXIS BANK SIVAKASI,CS(120); EE(60),4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005",11,11,VIRUDHUNAGAR,aaaengineeringcollege@gmail.com,Yes,Yes,5000,0,,250,250,0,24850,,3600,3600,6000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,VIRUDHUNAGAR,,4562251111,626005,DR M SEKAR,,aaaenggcoll.ac.in
"MARUTHAMPARAI POST, KALIYAL",7598260793,No,ICICI BANK,CE(60); CS(60); EC(60),4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District 629101",45,27,4686,gscet2018@gmail.com,Yes,Yes,0,0,,0,0,0,15000,,4000,4000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,KUZHITHURAI,,8610904031,629101,DR B BEN SUJITHA,VILAVANCODE,www.gscet.org
"V V NAGAR, ARASOOR VILLAGE,",8220244716,No,FEDERAL BANK,CE(30); CS(90); EC(60),4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656",70,20,THOOTHUKUDI,info@vvcoe.org,Yes,Yes,1000,2000,,84,84,4000,33800,,5000,5000,8500,,Permanent,Permanent,,666,666,Yes,,Both,Both,No,VALLIOOR,,7010987744,628656,DR K S SAJI,SATHANKULAM,www.vvcoe.org
"PULLOOR, KARIAPATTI TALUK,",8220007050,Yes,INDIAN OVERSEAS BANK,AD(60); AG(60); AM(60),4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",25,25,VIRUDHUNAGAR,principal@sethu.ac.in,Yes,Yes,0,0,,600,600,0,47000,,5500,5500,12000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,MADURAI JUNCTION,,9443564850,626115,DR A SENTHIL KUMAR,KARIAPATTI,www.sethu.ac.in
,,,,,4925,"Sun College of Engineering and Technology, Ammandivilai& Post, Kanyakumari District - 629204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
ATTOOR,9842646190,No,UNION BANK OF INDIA,AU(30); CE(60); CS(60),4927,"Maria College of Engineering and Technology, AttoorPuliyamoodu Junction, Thiruvattar Post, Kanyakumari District 629177",26,4,4927,pplmaria@yahoo.com,Yes,Yes,500,0,,400,125,0,11500,,1750,1750,7800,,Rental,Permanent,,600,400,Yes,,Both,Both,Yes,KUZITHURAI,,7373057776,629177,DR Y SUJAR,THIRUVATTAR,www.mariacollegeofengineering.org
"MALANKARA HILLS, ELAVUVILAI",8754355441,No,CANARA BANK,CE(60); CS(120); EC(60),4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171",30,3,4928,marephraem@gmail.com,Yes,Yes,1000,10000,,200,200,1000,32000,,3000,3000,8000,,Permanent,Permanent,,1300,1300,Yes,,Both,Both,Yes,KUZHITHURAI,,9442448111,629171,PROF DR A LENIN FRED,VILAVANCODE,www.marephraem.edu.in
"NO.: 13/142 A9/9 MOGALS GARDEN,",7339477554,No,AXIS BANK,CS(90); EC(60),4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304",13,4,KANNIYAKUMARI,metec09@gmail.com,Yes,Yes,0,0,,100,100,5000,20000,,3000,3000,4000,,Permanent,Permanent,,400,400,Yes,,Both,Both,No,ARALVOIMOZHI,,9003390996,629301,DR P SENTHIL KUMAR,THOVALAI,https://metcolleges.in/
"TIRUCHENDUR ROAD, MULLAKKADU,",8903518089,No,TAMILNAD MERCANTILE BANK,AD(30); CE(30); CS(120),4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District",10,10,THOOTHUKUDI,info@gracecoe.org,Yes,Yes,500,5000,,100,100,10000,15000,,4000,4000,5000,,Permanent,Permanent,,100,100,Yes,,Both,Both,No,THOOTHUKUDI JUNCTION,,9443113113,628005,DR S RICHARD,THOOTHUKUDI,www.gracecoe.org
"#143/C LAL NIVAS,",8072618847,No,INDIAN OVERSEAS BANK,AE(30); CS(48),4932,"Immanuel Arasar J.J. College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629165",26,5,KANNIYAKUMARI,iajj.principal2011@gmail.com,Yes,Yes,1000,5000,,500,500,1000,25000,,4000,4000,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,KULITTURAI,,4651292368,629165,DR J V MURUGA LAL JEYAN,VILAVANCODE,http://www.iajjce.com
"MUDIVAITHANENDAL POST,",7373751368,No,INDIAN BANK,CS(180); EC(60); EE(60),4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District",12,12,THOOTHUKUDI,principal@mtec.ac.in,Yes,Yes,0,0,,150,150,3000,22000,,2600,2600,6000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,THOOTHUKUDI,,4612269301,628102,DR J JASPER GNANA CHANDRAN,SRIVAIKUNDAM TALUK,www.mtecac.in
"7/131,HOLYCROSS NAGAR,",9994226362,No,TAMILNAD MERCANTILE BANK,BM(60); EC(60),4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam, Thoothukudi District 628851",22,22,THOOTHUKUDI,dgrtrust@gmail.com,Yes,Yes,1000,2000,,100,100,6000,22000,,3000,3000,10000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,THOOTHUKUDI,,9994226362,628851,DR JERALD JEBAKUMAR S,ERAL,www.holycrossengineeringcollege.com
,,,,,4937,"A.R College of Engineering and Technology, A.R Nagar, Kadayam-Alangulam Road, TherkkumadathoorP.o, Ambasamudram Taluk, Tirunelveli-627423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
SIVAJI COLLEGE OF ENGINEERING,9894069852,No,CANARA BANK,AD(60); CE(60),4938,"Sivaji College of Engineering and Technology, ManivillaPalulai Panchayat, Vilavancode, Kanyakumari District 629171",35,6,KANNIYAKUMARI,sivajicollege@gmail.com,Yes,Yes,2000,5000,,0,0,0,24000,,3500,3500,5400,,Permanent,Permanent,,24000,24000,Yes,,Both,Both,No,PARASSALA,,9443595639,629170,DR T R SETHURAMAN,,https://sivajicollegeofengineering.com
"SUBA NAGAR , NEAR NEW BUSSTAND",9942490023,No,CITY UNION BANK,CS(60); EE(60); EC(60),4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District",62,6,4941,uitkpt@gmail.com,Yes,Yes,0,0,,300,300,500,15000,,3000,3000,8000,,Permanent,Permanent,,700,700,Yes,,Both,Both,No,KOVILPATTI,,4632221232,628502,DR R SHANMUGAM,KOVILPATTI,www.uitkovilpatti.ac.in
,,,,,4943,"Satyam College of Engineering and Technology, Satyam Nagar, Aralvoimozhi, Kanyakumari-629301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"THANKA GARDENS, MANAVILAI,",9443418553,No,FEDERAL BANK LTD,AD(120); CE(30); CS(120),4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",10,5,KANNIYAKUMARI,acewomenscollege@gmail.com,No,Yes,10000,5000,3000,,,20000,48000,30000,,,11500,Permanent,,,27000,,,Yes,Both,,,No,ERANIEL STATION,,9443418553,629203,DR JOSEPH JAWHAR,KALKULAM,www.arunachalacollege.com
"KUMARAPURAM ROAD,",9150076732,No,UNION BANK OF INDIA,AD(60); CS(90); CE(30),4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District",15,5,KANNIYAKUMARI,dmieckk@gmail.com,Yes,Yes,1000,10000,,500,500,5000,27000,,2000,2000,12000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,Yes,ARALVAIMOZHI,,9150076732,629301,DR P BABU AURTHERSON,THOVALAI,www.dmiengg.edu.in
"OZHUGINASERY,NAGERCOIL",9487416927,No,INDIAN BANK MEENAKSHIPURAM,CS(60); EC(60); EE(30),4948,"Rajas Institute of Technology, Ozhuginasery, Nagercoil, Kanyakumari District",1,2,4948,info@riit.cc,Yes,Yes,0,5000,,0,0,0,30000,,3000,3000,6000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,NAGERCOIL JUNCTION,,4652272223,629001,DR I SIVA BE ME PHD,AGASTHEESWARAM,www.rit.cc
MELATHEDIYOOR,9486507441,No,INDIAN BANK TIRUNELVELI TOWN,EC(60); EE(60); ME(60),4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",15,18,,psnits.principal@gmail.com,Yes,Yes,0,0,,0,0,0,30000,,3000,3000,8000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,TIRUNELVELI JUNCTION,,9486507441,627152,DR M KATHIRVEL,PALAYAMKOTTAI,www.psnits.ac.in
