collegeCode,collegeName,highestCutoff,competitiveBranch,cutoffYear,closingRank,programs,placementRate,medianSalary,averageSalary,highestSalary,placementYears,nirfEngineering,nirfYear,naacGrade,autonomous,hostelAvailable,facilities,website,evidenceConfidence,evidenceSourceCount,evidenceSources,missingFields,dataCoveragePercent
2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",145,AD,2025,133124,6,86.21,300000,,,3,,,B,false,true,Central library | Laboratories | Innovation centre | Cafeteria | Auditorium,www.infoengg.com,medium,2,http://www.infoengg.com/images/NIRF2526INFO.pdf | http://www.infoengg.com/,averageSalary | highestSalary | nirfEngineering,77
2733,"Angel College of Engineering and Technology, P.K. Palayam, Ugayanur Village, Tirupur District 641 665",119.5,ME,2025,197292,4,,,,,0,,,,false,true,Central library | Gymnasium | Laboratories | Auditorium | Cafeteria | Sports facilities,https://angelcollege.edu.in/,medium,2,https://angelcollege.edu.in/ | https://angelcollege.edu.in/campus/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District 641035",183,CS,2025,28363,10,89.02,300000,,,3,,,,true,true,Auditorium | Central library | Innovation centre | Laboratories | Wi-Fi campus,www.drngpit.ac.in,medium,3,https://www.drngpit.ac.in/pdfs/nirf/nirf-overall-2026-full-report.pdf | https://www.drngpit.ac.in/academic-facilities | https://www.drngpit.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",170,CS,2025,62252,9,,,,,0,,,,false,true,Central library,www.reccbe.ac.in,medium,1,https://www.reccbe.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",193.5,CS,2025,7509,10,,,,,0,201-300,2025,,true,true,,www.sece.ac.in,high,1,https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html,placementRate | medianSalary | averageSalary | highestSalary | naacGrade | facilities,54
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",179,AD,2025,38578,6,,,,,0,,,A,true,true,Sports facilities | Cafeteria | Gymnasium | Laboratories | Central library | Transport,www.hit.edu.in,medium,2,https://hit.edu.in/ | https://hit.edu.in/facilities.html,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",166.5,CS,2025,71549,6,84.32,300000,,,3,,,A,true,true,Transport | Central library | Laboratories | Gymnasium | Medical facilities | Cafeteria | Auditorium,www.pacolleges.org,medium,3,https://www.pacolleges.org/images/accrediation/NIRF%202026.pdf | https://www.pacolleges.org/ | https://www.pacolleges.org/infra.html,averageSalary | highestSalary | nirfEngineering,77
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",168.5,CS,2025,66214,10,73.65,750000,,,3,,,A,false,true,Cafeteria | Laboratories | Wi-Fi campus | Central library | Transport,www.dsce.ac.in,medium,4,https://dsce.ac.in/wp-content/uploads/2025/11/NIRF-ENGINEERING.pdf | https://dsce.ac.in/ | https://dsce.ac.in/facilities/ | https://dst.gov.in/,averageSalary | highestSalary | nirfEngineering,77
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District",165,AD,2025,76595,7,98.28,168000,,,1,,,,false,true,Central library | Sports facilities,www.adithyatech.edu.in,medium,3,https://adithyatech.edu.in/wp-content/uploads/2026/04/AIT_NIRF_Engineering_2024.pdf | https://adithyatech.edu.in/library/ | https://adithyatech.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District",166.5,CS,2025,72330,7,,,,,0,,,,false,true,,www.kathir.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2747,"Shree Venkateshwara Hi-Tech Engineering College, (Autonomous) Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",147.5,AM,2025,125691,12,99.14,385000,,,3,,,A,true,true,Central library | Gymnasium | Cafeteria,www.svhec.com,medium,3,https://www.svhec.com/wp-content/uploads/2026/03/NIRF.pdf | https://www.svhec.com/ | https://www.svhec.com/facilit/,averageSalary | highestSalary | nirfEngineering,77
2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District",132.5,SC,2025,166580,8,,,,,0,,,,false,true,Sports facilities | Cafeteria | Central library | Transport | Laboratories | Wi-Fi campus,WWW.SURYA.AC.IN,medium,2,https://www.surya.ac.in/ | https://www.surya.ac.in/infrastructure-facilities.html,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",151.5,AD,2025,115296,10,96.97,370000,,,3,,,,false,true,Cafeteria | Gymnasium | Innovation centre | Laboratories | Central library | Transport,www.easacollege.com,medium,3,https://www.easacollege.com/assets/NIRF/Engg.pdf | https://www.easacollege.com/life-at-easa-campus | https://www.easacollege.com/naac,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",185.5,CS,2025,23385,12,,,,,0,201-300,2025,,true,true,,www.kitcbe.com,high,1,https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html,placementRate | medianSalary | averageSalary | highestSalary | naacGrade | facilities,54
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",183.5,AD,2025,27421,9,95,280000,,,4,,,A,false,true,Medical facilities | Cafeteria | Central library | Innovation centre | Laboratories | Gymnasium,www.kgkite.ac.in,medium,4,https://www.kgkite.ac.in/ | https://www.kgkite.ac.in/wp-content/uploads/2026/04/NIRF-2026-ENGINEERING.pdf | https://www.kgkite.ac.in/kite-amenities/ | https://www.kgkite.ac.in/naac/,averageSalary | highestSalary | nirfEngineering,77
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District",158.5,AD,2025,95362,5,,,,,0,,,,false,true,Central library | Cafeteria,www.nandhatech.org,medium,1,https://nandhatech.org/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",161,AD,2025,87580,8,,,,,0,,,,false,true,,www.ppg.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2755,"Nehru Institute of Technology(Autonomous), Thirumalayampalayam Post, Coimbatore District 641105",167,SC,2025,70030,9,95.38,550000,,,3,,,,false,true,Medical facilities | Central library | Innovation centre,www.nehruinstitute.com,medium,3,https://www.nitcbe.ac.in/wp-content/uploads/2026/03/Overall-2026.pdf | http://nitcbe.ac.in/facilities/ | http://nitcbe.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2758,"J K KMunirajah College of Technology, T N Palayam, Gobi Taluk, Erode District",123.5,CS,2025,187777,9,96.15,300000,,,3,,,A,false,true,Laboratories | Central library,www.jkkmct.edu.in,medium,2,https://jkkmct.edu.in/JKKMCT-NIRF2026.pdf | https://www.jkkmct.edu.in/,averageSalary | highestSalary | nirfEngineering,77
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",153.5,CS,2025,108445,6,,,,,0,,,,false,true,,www.uit.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",167,CS,2025,70865,6,90.78,300000,,,2,,,,false,true,Laboratories | Central library | Cafeteria | Auditorium,www.jit.ac.in,medium,3,https://jit.ac.in/files/iqac/QA%20Files/NIRF/NIRF%202025/DCS_Engg.pdf | https://jit.ac.in/ | https://jit.ac.in/hostel/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",155,EC,2025,105198,8,97.14,240000,,,3,,,,false,true,Central library | Laboratories | Wi-Fi campus | Gymnasium | Auditorium,www.acetcbe.edu.in,medium,2,https://www.acetcbe.edu.in/wp-content/uploads/2026/04/NIRF_2026_Overall.pdf | https://www.acetcbe.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",192,CS,2025,9797,13,,,,650000,1,101-150,2025,B,true,true,Laboratories | Central library,kpriet.ac.in,high,3,https://kpriet.ac.in/career-development-centre | https://www.nirfindia.org/Rankings/2025/EngineeringRanking150.html | https://kpriet.ac.in/,placementRate | medianSalary | averageSalary,77
2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",110.5,ME,2025,214781,7,,,,,0,,,,false,true,,WWW.SRGEC.ORG,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti, Coimbatore -",145,AD,2025,132847,8,,,,,0,,,A,false,true,,www.pct.ac.in,medium,1,https://www.pct.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | facilities,54
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District",164,CS,2025,79310,11,98,,900000,900000,1,,,A,false,true,Sports facilities | Laboratories | Central library,www.jct.ac.in,medium,3,https://www.jct.ac.in/ | https://www.jct.ac.in/accreditations | https://www.jct.ac.in/campus-life,medianSalary | nirfEngineering,85
2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",150.5,SC,2025,116785,8,,,,,0,,,,false,true,Central library,https://studyworldindia.com,medium,1,https://studyworldindia.com/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District 641032",135.5,SC,2025,158105,7,,,,,0,,,,false,true,,www.cmscet.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402",166,SC,2025,73420,10,78.23,400000,,,1,,,A,false,true,Medical facilities | Cafeteria | Innovation centre | Laboratories | Gymnasium | Central library,rvstcc.ac.in,medium,4,https://www.rvstcc.ac.in/wp-content/uploads/2024/12/RVS_TCC_SSR_REPORT_11072016.pdf | https://www.rvstcc.ac.in/ | https://www.rvstcc.ac.in/campus-tour/ | https://www.rvstcc.ac.in/naac/,averageSalary | highestSalary | nirfEngineering,77
2777,Hindusthan College of Engineering,145,CS,2025,133380,4,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology), Tiruchirappalli District 620024",191,CS,2025,11106,18,,,,,0,,,,false,true,Laboratories | Central library | Auditorium,www.aubit.edu.in,medium,1,https://aubit.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur District 621704",168.5,CS,2025,66822,7,,,,,0,,,,false,true,Central library,https://www.auucea.edu.in,medium,1,https://www.auucea.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3018,"University College of Engineering, Thirukkuvalai, Nagappattinam District",172,AD,2025,57501,9,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
3019,"University College of Engineering, Panruti, Chennai-Kumbakonam Highway, Panikkankuppam, Panruti, Cuddalore District 607106",170,AM,2025,61969,8,70,,,,1,,,,false,true,Central library | Laboratories,www.ucep.edu.in,medium,1,https://www.ucep.edu.in/,medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,62
3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk, Thanjavur District 614701",172,CS,2025,57393,8,,,,,0,,,,false,true,Cafeteria | Medical facilities | Gymnasium | Laboratories | Transport | Central library,http://aucepkt.edu.in,medium,2,https://aucepkt.edu.in/facilities.php | https://aucepkt.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3410,"Krishnasamy College of Engineering and Technology, S Kumarapuram, Cuddalore District 607109",156.5,CS,2025,100207,7,94.53,300000,,,3,,,,false,true,Medical facilities | Auditorium | Central library | Laboratories | Wi-Fi campus,www.kcet.in,medium,2,https://kcet.in/uploads/documents/kcet/national-institutional-ranking-framework-69ef231791b18.pdf | https://www.kcet.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore District 607003",175,CS,2025,48361,9,,,,,0,,,,false,true,,www.ckcet.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113",159.5,CS,2025,92187,7,,,,,0,,,,false,true,Auditorium | Cafeteria | Sports facilities | Transport | Central library | Laboratories | Wi-Fi campus,www.sriramakrishna.ac.in,medium,2,https://www.sriramakrishna.ac.in/ | https://www.sriramakrishna.ac.in/facilities.html,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3456,"K S K College of Engineering and Technology, Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",126.5,CS,2025,180747,6,62.82,120000,,,1,,,,false,false,Cafeteria | Laboratories | Gymnasium | Central library,www.kskcet.edu.in,medium,2,https://kskcet.edu.in/wp-content/uploads/2024/03/K.S.K-College-of-Engineering-and-Technology-New20240308-.pdf | https://kskcet.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3461,"Arifa Institute of Technology (Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103",123.5,IT,2025,187815,7,,,,,0,,,,false,true,Laboratories | Innovation centre | Central library | Sports facilities,WWW.AITECH.ORG.IN,medium,1,https://www.aitech.org.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",182.5,CS,2025,30441,6,,,,,0,,,,false,true,,www.gcetj.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",188,CS,2025,17072,6,,,,,0,,,,false,true,,www.gces.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704",139,BM,2025,149109,6,,,,,0,,,,false,true,,nelliandavar.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3477,Sri Vignesh College of Engineering and Technology,135,ME,2025,160065,5,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
3555,Ayyappa Engineering College,,,,,0,,,,,0,,,,false,,,,unknown,0,,highestCutoff | closingRank | programs | placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,8
3701,"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",171,CS,2025,59234,8,82.11,,,850000,1,201-300,2025,A,true,true,Central library | Gymnasium | Innovation centre | Laboratories | Sports facilities | Cafeteria | Medical facilities,www.krct.ac.in,high,4,https://krct.ac.in/placements/statistics/ | https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html | https://krct.ac.in/ | https://krct.ac.in/campus-life/,medianSalary | averageSalary,85
3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil, Nagappattinam District 611102",141,AD,2025,143575,6,96.95,300000,,,2,,,B,false,true,Laboratories | Central library | Cafeteria | Auditorium,www.sincet.ac.in,medium,2,https://sincet.ac.in/pdf/NIRF-Engineering-20241227.pdf | https://sincet.ac.in/,averageSalary | highestSalary | nirfEngineering,77
3782,"OASYS Institute of Technology, Pulivalam Village, Musiri Taluk, Tiruchirappalli District 621006",148,AD,2025,124646,7,,,,,0,,,,false,true,Cafeteria | Innovation centre | Central library,www.oasys.edu.in,medium,1,https://www.oasys.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District 621105",140,CS,2025,146815,9,,,,,0,,,,false,true,Auditorium | Central library | Innovation centre | Laboratories | Gymnasium | Wi-Fi campus,https://mamse.in/,medium,2,https://mamse.in/ | https://mamse.in/PTV.html,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk, Tiruchirappalli District 621105",176.5,AM,2025,44830,8,96.51,420000,,,2,,,,false,true,Laboratories,https://trp.srmtrichy.edu.in/,medium,2,https://trp.srmtrichy.edu.in/wp-content/uploads/2025/02/NIRF-2025_Engineering.pdf | https://trp.srmtrichy.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3801,"A V C College of Engineering, Mannampandal Post, MayiladuthuraiDistrict",174.5,AD,2025,50506,8,,,,,0,,,A,false,true,Central library | Medical facilities | Cafeteria | Sports facilities,www.avccengg.net,medium,2,http://avccengg.net/Naac/Naac | https://www.avccengg.net/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur District",178,CS,2025,40963,8,55.56,350000,,,3,,,A,false,true,Cafeteria | Medical facilities | Central library,www.aamec.edu.in,medium,3,https://a.storyblok.com/f/286279/x/baa449ff5b/nirf-2025.pdf | https://www.aamec.edu.in/ | https://www.aamec.edu.in/campus,averageSalary | highestSalary | nirfEngineering,77
3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",162,AD,2025,85276,7,90,240000,,,3,,,,false,true,Laboratories | Transport | Central library | Cafeteria | Auditorium | Medical facilities,www.aec.org.in,medium,3,https://aec.org.in/placement-details-2024/ | https://aec.org.in/wp-content/uploads/2025/02/NIRF25-Overall.pdf | https://aec.org.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur District 621212",156.5,CS,2025,100321,11,97.37,550000,,,3,,,A,true,true,Laboratories | Innovation centre | Central library | Auditorium,www.dsengg.ac.in,medium,2,https://dsengg.ac.in/uploads/nrif/nirf_DSEC_Engineering_NIRF_2026.pdf | https://www.dsengg.ac.in/,averageSalary | highestSalary | nirfEngineering,77
3806,"E G S Pillay Engineering College (Autonomous), Nagapattinam District 611002",160,IT,2025,90135,9,100,,,1000000,1,201-300,2025,A,true,true,Central library | Laboratories | Sports facilities | Auditorium | Cafeteria,www.egspec.org,high,2,https://www.egspec.org/ | https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html,medianSalary | averageSalary,85
3807,"J J College of Engineering and Technology, Poolankulathupatti Post, Thiruchirappalli District 620009",165.5,EC,2025,75372,9,,,,,0,,,,false,true,,www.jjcet.a.cin,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3810,"M.A.M. College of Engineering, Siruganur, Tiruchirappalli District 621105",147,AD,2025,126649,14,49.49,350000,1000000,500000,3,,,,false,true,Cafeteria | Central library | Transport,www.mamce.org,medium,3,https://www.mamce.org/placement | https://www.mamce.org/public/images/Mamce-NIRF.pdf | https://www.mamce.org/,nirfEngineering | naacGrade,85
3811,"M I E T Engineering College, Trichy-Pudukkottai Road, Tiruchirappalli District",143,AD,2025,138246,8,97.78,450000,,,3,,,,false,true,Cafeteria | Auditorium | Sports facilities | Central library | Laboratories | Innovation centre | Gymnasium,www.miet.edu,medium,3,https://www.miet.edu/pdf2/Over%20All%202026%20(2024-25).pdf | https://www.miet.edu/ | https://www.miet.edu/NAAC.html,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3812,"Mookambigai College of Engineering, Keeranur, Pudukkottai District 622502",133,AD,2025,164511,9,,,,,0,,,,false,true,Laboratories | Innovation centre | Gymnasium | Central library | Cafeteria,www.mookambigai.ac.in,medium,2,https://www.mookambigai.ac.in/naac.php | https://www.mookambigai.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3813,"Oxford Engineering College, Karumandapam, Pirattiyur, Trichy-620 009",137,EE,2025,154062,5,,,,,0,,,,false,true,,www.oxfordec.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3815,"Pavendar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road, Tiruchirappalli District 622515",145,ME,2025,132673,9,,,,,0,,,,false,true,,www.pabcet.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3817,"Roever Engineering College, Elambalur, Perambalur District 621212",152,AD,2025,113558,7,,,,,0,,,B,false,true,Central library | Sports facilities | Cafeteria,www.roeverengg.edu.in,medium,2,https://roeverengg.edu.in/ | https://roeverengg.edu.in/sports/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",183.5,CS,2025,28160,10,35.13,350000,,,2,,,A,false,true,Cafeteria | Auditorium | Sports facilities | Laboratories | Central library,https://www.saranathan.ac.in/,medium,3,https://saranathan.ac.in/nirf/2024-2025/Saranathan%20College%20of%20Engineering20250108%20Engg.pdf | https://www.saranathan.ac.in/ | https://www.saranathan.ac.in/commonfaci.php?tgt=hostel,averageSalary | highestSalary | nirfEngineering,77
3820,"Trichy Engineering College, Konalai, Tiruchirappalli District 621132",115,ME,2025,206146,7,,,,,0,,,B,false,true,Cafeteria | Sports facilities | Central library | Transport | Laboratories,www.trichyengg.ac.in,medium,2,https://www.trichyengg.ac.in/ | https://www.trichyengg.ac.in/campus-location-size.html,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
3821,"A R J College of Engineering and Technology, Mannargudi Taluk, Thiruvarur District 614001",141,AG,2025,143800,8,,,,,0,,,,false,true,,www.arj.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3822,"Dr.NavalarNedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, tholudur, Cuddalore-606303",171,EE,2025,60146,7,,,,,0,,,,false,true,Gymnasium | Central library | Cafeteria,www.drnnce.ac.in,medium,2,https://www.drnnce.ac.in/Hostel.html | https://www.drnnce.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3825,"St. Joseph's College of Engineering and Technology, Elupatti Village, Rawaspatti Post, Thanjavur District 613403",148,CS,2025,124209,6,76.92,330000,,,3,,,A,false,true,Cafeteria | Central library,https://sjcettnj.edu.in/,medium,2,https://sjcettnj.edu.in/docs/Engineering.pdf | https://sjcettnj.edu.in/,averageSalary | highestSalary | nirfEngineering,77
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam, Tiruchirappalli District 621215",168,CS,2025,67397,9,,,,,0,,,,true,true,Cafeteria | Sports facilities | Laboratories | Innovation centre | Central library,www.kongunadu.ac.in,medium,1,https://kongunadu.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli District 621105",147.5,EE,2025,126273,7,100,360000,300000,1000000,4,,,,false,true,Central library | Transport | Innovation centre | Cafeteria,www.mamcet.com,medium,4,https://mamcet.com/placement/ | http://mamcet.com/wp-content/uploads/2025/10/ANNUAL-REPORT-2024-2025-1.pdf | http://mamcet.com/wp-content/uploads/2026/04/M.-A.-M.-College-of-Engineering-and-Technology20260306-.pdf | https://mamcet.com/,nirfEngineering | naacGrade,85
3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",179,CS,2025,39114,8,,,,,0,201-300,2025,A,true,true,Medical facilities | Cafeteria | Sports facilities | Innovation centre | Laboratories | Gymnasium | Central library | Transport,www.krce.ac.in,high,3,https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html | https://www.krce.ac.in/infrastructure.html | https://www.krce.ac.in/,placementRate | medianSalary | averageSalary | highestSalary,69
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli District 620012",133,AD,2025,164611,8,,,550000,550000,1,,,,false,true,Sports facilities | Laboratories,www.igceng.com,medium,2,https://www.igceng.com/index.html | https://www.igceng.com/,placementRate | medianSalary | nirfEngineering | naacGrade,69
3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",131,CS,2025,169817,7,,,,,0,,,A,false,true,Gymnasium | Transport | Central library | Cafeteria | Sports facilities,www.parisuthamtech.com,medium,2,https://www.parisuthamtech.com/ | https://www.parisuthamtech.com/facilities.htm,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
3841,"CARE College of Engineering (Formerly C.A.R.E Group of Institutions), Thayanoor Village, Thayanoor Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009",164.5,CS,2025,77794,6,,,,,0,,,,false,true,Central library | Laboratories,www.care.ac.in,medium,1,https://care.ac.in/campus/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District 608306",153.5,AD,2025,109627,9,76.28,180000,,,1,,,,false,true,Cafeteria | Auditorium | Laboratories | Transport | Central library,www.mrkit.in,medium,3,https://mrkit.edu.in/assets/pdf/nirf/nirf-2024.pdf | https://mrkit.edu.in/ | https://mrkit.edu.in/infrastructure/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3844,"Shivani Engineering College, Trichy-Dindigul NH Road, Poolangulathupatti, Tiruchirappalli - 620009",131,CS,2025,170685,8,,,,,0,,,,false,true,Auditorium | Cafeteria | Innovation centre | Laboratories | Gymnasium | Central library | Transport,www.shivani.ac.in,medium,3,https://www.shivani.ac.in/ | https://www.shivani.ac.in/infrastructure | https://www.shivani.ac.in/naac,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3845,"Imayam College of Engineering, Kannanur, Thuraiyur, Tiruchirappalli District",146,CS,2025,130676,9,,,,,0,,,,false,true,,www.imayam.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
